,Incident ID,Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,Operations,Year,dates_proccessed,Suspect Surrendered,Suspect Captured,Suspects Suicide,Suspects Killed by Cop
2732,2176922,"November 28, 2021",Maryland,Baltimore,1300 block of North Montford Ave,0,7,0,0,0,,2021.0,2021-11-28,0,0,0,0
2733,2177300,"November 28, 2021",Illinois,Evanston,1950 Green Bay Rd,1,4,0,0,0,,2021.0,2021-11-28,0,0,0,0
2734,2176653,"November 28, 2021",Colorado,Aurora,1500 block of Dayton St,0,5,0,0,0,,2021.0,2021-11-28,0,0,0,0
2735,2177416,"November 28, 2021",California,Lancaster,3500 block of Garnet Ln,5,0,0,0,1,,2021.0,2021-11-28,0,1,0,0
2736,2176667,"November 27, 2021",New Jersey,Newark,900 block of Bergen St,1,3,0,0,0,,2021.0,2021-11-27,0,0,0,0
2737,2176058,"November 26, 2021",Tennessee,Nashville,2815 Torbett St,2,4,1,0,1,,2021.0,2021-11-26,0,1,0,1
2738,2175329,"November 25, 2021",Texas,San Antonio,4000 block of Sunrise Creek Dr,3,1,0,0,0,,2021.0,2021-11-25,0,0,0,0
2739,2265367,"November 25, 2021",New York,Rochester,Denver St and Grand Ave,1,3,0,0,4,,2021.0,2021-11-25,0,4,0,0
2740,2175615,"November 25, 2021",South Carolina,Green Sea,Long Branch Swamp Rd,0,4,0,0,0,,2021.0,2021-11-25,0,0,0,0
2741,2173531,"November 23, 2021",Florida,Lehigh Acres,Cervantes St,0,4,0,0,0,,2021.0,2021-11-23,0,0,0,0
2742,2174033,"November 23, 2021",Texas,Marshall,700 block of Cross St,1,3,0,0,1,,2021.0,2021-11-23,0,1,0,0
2743,2174685,"November 22, 2021",North Carolina,Warsaw,101 Matthews St,2,2,0,0,0,,2021.0,2021-11-22,0,0,0,0
2744,2172178,"November 21, 2021",New Jersey,Passaic,Howe Ave and Lafayette Ave,0,5,0,0,2,,2021.0,2021-11-21,0,2,0,0
2745,2172657,"November 21, 2021",Louisiana,Baton Rouge,4888 Plank Rd,1,4,0,0,1,,2021.0,2021-11-21,0,1,0,0
2746,2171568,"November 20, 2021",California,Fresno,3665 N Pleasant Ave,2,2,0,0,0,,2021.0,2021-11-20,0,0,0,0
2747,2172018,"November 20, 2021",Illinois,Berwyn,6802 W 26th St,0,4,0,0,0,,2021.0,2021-11-20,0,0,0,0
2748,2170438,"November 18, 2021",Maryland,Cambridge,700 block of Greenwood Ave,1,2,0,0,1,,2021.0,2021-11-18,0,1,0,0
2749,2169719,"November 17, 2021",Illinois,East Saint Louis,8300 block of State St,1,3,0,0,0,,2021.0,2021-11-17,0,0,0,0
2750,2170140,"November 17, 2021",New York,Newburgh,William St and Carson Ave,0,4,0,0,1,,2021.0,2021-11-17,0,1,0,0
2751,2169494,"November 17, 2021",New York,Bronx,815 Burke Ave,1,3,0,0,0,,2021.0,2021-11-17,0,0,0,0
2752,2168989,"November 17, 2021",Illinois,Chicago,1240 W Randolph St,0,4,0,0,0,,2021.0,2021-11-17,0,0,0,0
2753,2167778,"November 15, 2021",New York,New York (Manhattan),101 W 141st St,0,4,0,0,0,,2021.0,2021-11-15,0,0,0,0
2754,2167297,"November 15, 2021",Colorado,Aurora,1200 Nome St,0,6,0,0,4,,2021.0,2021-11-15,0,4,0,0
2755,2166673,"November 14, 2021",Pennsylvania,Philadelphia,2700 block of N Howard St,0,6,0,0,0,,2021.0,2021-11-14,0,0,0,0
2756,2166768,"November 14, 2021",Missouri,Columbia,19 N 5th St,0,5,1,0,1,,2021.0,2021-11-14,0,1,0,1
2757,2166817,"November 14, 2021",Alabama,Troy,803 US-231 S,1,5,0,0,2,,2021.0,2021-11-14,0,2,0,0
2758,2166953,"November 14, 2021",Oregon,Chiloquin,990 Bronco Lane,2,2,0,0,1,,2021.0,2021-11-14,0,1,0,0
2759,2166055,"November 13, 2021",North Carolina,Winston Salem (Winston-salem),400 block of Gregory St,0,4,0,0,1,,2021.0,2021-11-13,0,1,0,0
2760,2167889,"November 13, 2021",Louisiana,Houma,100 block of Emma St,0,4,0,0,2,,2021.0,2021-11-13,0,2,0,0
2761,2165600,"November 12, 2021",Virginia,Richmond,3050 Nine Mile Rd,2,2,0,0,4,,2021.0,2021-11-12,0,4,0,0
2762,2165535,"November 12, 2021",Alabama,Birmingham,1100 block of 33rd St SW,2,2,0,0,1,,2021.0,2021-11-12,0,1,0,0
2763,2163306,"November 9, 2021",New York,Rochester,Clifton St and Jefferson Ave,0,4,0,0,0,,2021.0,2021-11-09,0,0,0,0
2764,2163772,"November 9, 2021",Louisiana,Hahnville (Killona),160 Killona Dr,1,4,0,0,1,,2021.0,2021-11-09,0,1,0,0
2765,2163617,"November 9, 2021",South Dakota,Scotland,710 2nd St,3,2,0,0,1,,2021.0,2021-11-09,0,1,0,0
2766,2162196,"November 8, 2021",Texas,Victoria,10700 FM 236,3,1,0,0,1,,2021.0,2021-11-08,0,1,0,0
2767,2162269,"November 8, 2021",Pennsylvania,Philadelphia,200 block of E Louden St,0,4,0,0,0,,2021.0,2021-11-08,0,0,0,0
2768,2161323,"November 7, 2021",Wisconsin,Kenosha,625 57th St,1,3,0,0,0,,2021.0,2021-11-07,0,0,0,0
2769,2161116,"November 6, 2021",California,Oakley,33 Malicoat Ave,2,2,0,0,1,,2021.0,2021-11-06,0,1,0,0
2770,2160608,"November 6, 2021",Texas,Marshall,510 S Alamo Blvd,0,6,0,0,2,,2021.0,2021-11-06,0,2,0,0
2771,2161078,"November 6, 2021",California,Highland,26998 3rd St,0,4,0,0,0,,2021.0,2021-11-06,0,0,0,0
2772,2160838,"November 5, 2021",California,Oakland,8400 block of International Blvd,1,3,0,0,0,,2021.0,2021-11-05,0,0,0,0
2773,2158417,"November 3, 2021",Virginia,Norfolk,821 Whitaker Ln,3,2,0,0,1,,2021.0,2021-11-03,0,1,0,0
2774,2158524,"November 3, 2021",Iowa,Des Moines,11300 block of E 15th St,0,4,0,0,0,,2021.0,2021-11-03,0,0,0,0
2775,2157991,"November 2, 2021",Alabama,Mobile,4120 Government Blvd,0,4,0,0,1,,2021.0,2021-11-02,0,1,0,0
2776,2157206,"November 1, 2021",Texas,San Antonio,1900 block of W Laurel St,0,4,0,0,0,,2021.0,2021-11-01,0,0,0,0
2777,2156175,"November 1, 2021",Florida,Orlando,N Orange Ave and Wall St,0,4,0,0,1,,2021.0,2021-11-01,0,1,0,0
2778,2155369,"October 31, 2021",Kentucky,Louisville,6210 Shepherdsville Rd,2,2,0,0,0,,2021.0,2021-10-31,0,0,0,0
2779,2155517,"October 31, 2021",Colorado,Littleton (Lakewood),6200 block of Alameda Ave,2,2,0,0,0,,2021.0,2021-10-31,0,0,0,0
2780,2155428,"October 31, 2021",Illinois,Flossmoor,3800 block of Ballantrae Way,1,3,0,0,0,,2021.0,2021-10-31,0,0,0,0
2781,2155282,"October 31, 2021",Texas,Houston,1909 Schilder Dr,1,3,0,0,0,,2021.0,2021-10-31,0,0,0,0
2782,2156001,"October 31, 2021",Texas,Fort Worth,3700 block of Lebow St,1,3,0,0,2,,2021.0,2021-10-31,0,2,0,0
2783,2155329,"October 31, 2021",Illinois,Joliet,1018 E Jackson St,3,11,0,0,4,,2021.0,2021-10-31,0,4,0,0
2784,2154422,"October 30, 2021",Illinois,Decatur,1100 block of N Union St,0,4,0,0,0,,2021.0,2021-10-30,0,0,0,0
2785,2154441,"October 30, 2021",Oklahoma,Oklahoma City,NW 122nd St and N Council Rd,0,4,0,0,0,,2021.0,2021-10-30,0,0,0,0
2786,2154851,"October 30, 2021",California,Gilroy,400 block of Las Animas Ave,2,2,0,0,1,,2021.0,2021-10-30,0,1,0,0
2787,2154873,"October 30, 2021",California,Sacramento,5560 Palm Ave,2,5,0,0,1,,2021.0,2021-10-30,0,1,0,0
2788,2155172,"October 30, 2021",Florida,Saint Petersburg,1079 62nd Ave S,1,4,0,0,1,,2021.0,2021-10-30,0,1,0,0
2789,2155001,"October 30, 2021",Texas,Texarkana,2315 Texas Blvd,1,9,0,0,2,,2021.0,2021-10-30,0,2,0,0
2790,2154283,"October 29, 2021",New York,Poughkeepsie,32 Cannon St,0,5,0,0,2,,2021.0,2021-10-29,0,2,0,0
2791,2155826,"October 29, 2021",Michigan,Kalamazoo,3082 S 9th St,0,4,0,0,0,,2021.0,2021-10-29,0,0,0,0
2792,2153285,"October 28, 2021",Nevada,Las Vegas,3900 block of E Cheyenne Ave,0,4,0,0,0,,2021.0,2021-10-28,0,0,0,0
2793,2153779,"October 28, 2021",Tennessee,Nashville,210 N 9th St,1,3,0,0,0,,2021.0,2021-10-28,0,0,0,0
2794,2150274,"October 25, 2021",Idaho,Boise,350 N Milwaukee St,2,3,1,0,0,,2021.0,2021-10-25,0,0,1,0
2795,2154085,"October 24, 2021",California,Gonzales,Foletta Rd,2,2,0,0,2,,2021.0,2021-10-24,0,2,0,0
2796,2150037,"October 24, 2021",Mississippi,Crenshaw,413 Jones St,2,3,0,0,2,,2021.0,2021-10-24,0,2,0,0
2797,2148921,"October 23, 2021",South Carolina,Florence,811 S Irby St,0,6,0,0,0,,2021.0,2021-10-23,0,0,0,0
2798,2148891,"October 23, 2021",California,Ontario,700 block of E Bonnie Brae Ct,1,4,0,0,2,,2021.0,2021-10-23,0,2,0,0
2799,2148633,"October 23, 2021",Georgia,Fort Valley,603 Carver Dr,1,7,0,0,0,,2021.0,2021-10-23,0,0,0,0
2800,2148282,"October 22, 2021",Illinois,Chicago,7901 S Cottage Grove Ave,0,5,0,0,0,,2021.0,2021-10-22,0,0,0,0
2801,2148946,"October 22, 2021",Washington,Renton,16420 SE 128th St,0,4,0,0,0,,2021.0,2021-10-22,0,0,0,0
2802,2148401,"October 22, 2021",Maryland,Baltimore,3100 block of W North Ave,0,7,0,0,0,,2021.0,2021-10-22,0,0,0,0
2803,2147114,"October 21, 2021",New York,Brooklyn,3008 Glenwood Rd,0,4,0,0,0,,2021.0,2021-10-21,0,0,0,0
2804,2147301,"October 21, 2021",Washington,Tacoma,4258 Everett St,4,0,0,0,1,,2021.0,2021-10-21,0,1,0,0
2805,2147042,"October 20, 2021",Michigan,Farwell,9539 S Harrison Ave,4,0,0,0,1,,2021.0,2021-10-20,0,1,0,0
2806,2145931,"October 19, 2021",Wisconsin,Kenosha,610 40th Pl,2,2,1,0,0,,2021.0,2021-10-19,0,0,1,0
2807,2143277,"October 17, 2021",Louisiana,Grambling,403 Main St,1,7,0,0,2,,2021.0,2021-10-17,0,2,0,0
2808,2143113,"October 17, 2021",Missouri,Saint Louis,8600 block of Goodfellow Blvd,1,3,0,0,2,,2021.0,2021-10-17,0,2,0,0
2809,2143765,"October 17, 2021",Texas,Houston,1900 block of Dolly Wright St,0,7,0,0,0,,2021.0,2021-10-17,0,0,0,0
2810,2143889,"October 17, 2021",Colorado,Colorado Springs,1865 N Academy Blvd,0,5,0,0,0,,2021.0,2021-10-17,0,0,0,0
2811,2143479,"October 17, 2021",Arkansas,Pine Bluff,820 S Main St,1,8,0,1,1,,2021.0,2021-10-17,0,1,0,0
2812,2144160,"October 17, 2021",Wisconsin,Racine,Yout St and Carter St,0,6,0,0,0,,2021.0,2021-10-17,0,0,0,0
2813,2143499,"October 17, 2021",Arkansas,Pine Bluff,University Dr and Pullen Ave,1,3,0,0,0,,2021.0,2021-10-17,0,0,0,0
2814,2143605,"October 17, 2021",Mississippi,Jackson,3243 Medgar Evers Blvd,3,3,0,0,0,,2021.0,2021-10-17,0,0,0,0
2815,2142402,"October 16, 2021",Texas,Killeen,308 S Second St,1,3,0,0,0,,2021.0,2021-10-16,0,0,0,0
2816,2142296,"October 15, 2021",Alabama,Mobile,1621 Virginia St,0,5,0,0,3,,2021.0,2021-10-15,0,3,0,0
2817,2142092,"October 14, 2021",Minnesota,Minneapolis,814 E Franklin Ave,1,4,0,0,0,,2021.0,2021-10-14,0,0,0,0
2818,2155043,"October 14, 2021",Mississippi,Mccomb,1300 14th St,0,6,0,0,0,,2021.0,2021-10-14,0,0,0,0
2819,2139048,"October 12, 2021",Florida,Naples,700 block of 99th Ave,1,3,0,2,3,,2021.0,2021-10-12,0,3,0,0
2820,2139674,"October 12, 2021",Mississippi,Meridian,2000 block of 17th St,3,1,0,0,0,,2021.0,2021-10-12,0,0,0,0
2821,2139198,"October 11, 2021",Georgia,Atlanta,4900 Delano Rd,0,6,0,0,0,,2021.0,2021-10-11,0,0,0,0
2822,2137179,"October 10, 2021",Illinois,Chicago,1565 N Milwaukee Ave,0,4,1,0,1,,2021.0,2021-10-10,0,1,0,1
2823,2137321,"October 10, 2021",South Carolina,Mc Coll (Mccoll),4181 Hwy 15-401,2,3,0,0,5,,2021.0,2021-10-10,0,5,0,0
2824,2137561,"October 10, 2021",Iowa,Sioux City,427 Pierce St,0,4,0,0,0,,2021.0,2021-10-10,0,0,0,0
2825,2137198,"October 10, 2021",Minnesota,Saint Paul,214 7th St W,1,12,0,3,3,,2021.0,2021-10-10,0,3,0,0
2826,2137555,"October 10, 2021",Delaware,Dover,1500 block of Nathaniel Mitchell Rd,1,4,0,0,0,,2021.0,2021-10-10,0,0,0,0
2827,2136907,"October 9, 2021",Louisiana,Livingston,17000 block of LA-444,2,3,0,1,1,,2021.0,2021-10-09,0,1,0,0
2828,2137291,"October 9, 2021",Texas,Dallas,3000 block of South Blvd,0,4,0,0,0,,2021.0,2021-10-09,0,0,0,0
2829,2137575,"October 9, 2021",New York,Albany,100 block of North Lake Ave,1,6,0,0,0,,2021.0,2021-10-09,0,0,0,0
2830,2137464,"October 9, 2021",Colorado,Denver,7300 block of E 22nd Ave,1,3,0,0,0,,2021.0,2021-10-09,0,0,0,0
2831,2136230,"October 8, 2021",Maryland,Baltimore,2600 block of Jefferson St,0,4,0,0,0,,2021.0,2021-10-08,0,0,0,0
2832,2136270,"October 8, 2021",District of Columbia,Washington,1700 block of Independence Ave SE,1,3,0,0,0,,2021.0,2021-10-08,0,0,0,0
2833,2135536,"October 8, 2021",Alabama,Montgomery,1800 block of Cotton Ct,1,3,0,0,0,,2021.0,2021-10-08,0,0,0,0
2834,2135508,"October 7, 2021",Wisconsin,Milwaukee,W Cherry St and N 8th St,3,1,0,0,0,,2021.0,2021-10-07,0,0,0,0
2835,2134657,"October 7, 2021",Illinois,Chicago,900 block of N Orleans St,0,4,0,0,0,,2021.0,2021-10-07,0,0,0,0
2836,2135498,"October 7, 2021",Wisconsin,Milwaukee,2400 block of N 37th St,0,5,0,0,0,,2021.0,2021-10-07,0,0,0,0
2837,2135666,"October 7, 2021",Louisiana,New Orleans,S Robertson St and Martin Luther King Jr Blvd,1,4,0,0,0,,2021.0,2021-10-07,0,0,0,0
2838,2134217,"October 6, 2021",Maryland,Baltimore,1243 Patterson Park Ave,1,5,0,0,0,,2021.0,2021-10-06,0,0,0,0
2839,2134359,"October 6, 2021",Louisiana,New Orleans,603 General Taylor,2,2,0,0,1,,2021.0,2021-10-06,0,1,0,0
2840,2136132,"October 6, 2021",Ohio,Cleveland,9200 block of Marshall Ave,0,4,0,0,0,,2021.0,2021-10-06,0,0,0,0
2841,2135659,"October 6, 2021",Ohio,Cleveland,Marshall Ave and E 93rd St,0,4,0,0,0,,2021.0,2021-10-06,0,0,0,0
2842,2133962,"October 5, 2021",Illinois,Rockford,400 block of S Independence Ave,1,3,0,0,2,,2021.0,2021-10-05,0,2,0,0
2843,2133137,"October 5, 2021",Minnesota,Saint Paul,922 Thomas Ave W,0,4,0,0,1,,2021.0,2021-10-05,0,1,0,0
2844,2132656,"October 4, 2021",Minnesota,Minneapolis,626 W Broadway Ave,0,4,0,0,0,,2021.0,2021-10-04,0,0,0,0
2845,2131471,"October 3, 2021",South Carolina,Bishopville,1113 Sumter Hwy,1,4,0,0,0,,2021.0,2021-10-03,0,0,0,0
2846,2131406,"October 2, 2021",Texas,San Antonio,6222 S New Braunfels Ave,1,3,0,0,0,,2021.0,2021-10-02,0,0,0,0
2847,2130634,"October 2, 2021",Colorado,Aurora,12230 E Colfax Ave,1,3,0,0,2,,2021.0,2021-10-02,0,2,0,0
2848,2130763,"October 1, 2021",Iowa,Cedar Rapids,525 33rd Ave SW,0,6,0,0,1,,2021.0,2021-10-01,0,1,0,0
2849,2130370,"October 1, 2021",District of Columbia,Washington,Forrester St SW and Galveston Pl SW,1,5,0,0,0,,2021.0,2021-10-01,0,0,0,0
2850,2128682,"September 29, 2021",Illinois,Chicago,800 block of N Milwaukee Ave,0,4,0,1,0,,2021.0,2021-09-29,0,0,0,0
2851,2128023,"September 28, 2021",Minnesota,Minneapolis,2700 block of Bloomington Ave,1,3,0,0,0,,2021.0,2021-09-28,0,0,0,0
2852,2127374,"September 28, 2021",Illinois,Chicago,6500 block of S Calumet Ave,1,3,0,0,0,,2021.0,2021-09-28,0,0,0,0
2853,2126747,"September 27, 2021",New York,New York (Manhattan),3964 10th Ave,0,4,0,1,1,,2021.0,2021-09-27,0,1,0,0
2854,2126450,"September 27, 2021",Illinois,Chicago,826 N Ridgeway Ave,1,3,0,0,0,,2021.0,2021-09-27,0,0,0,0
2855,2126261,"September 26, 2021",Washington,Seattle (Des Moines),22855 Pacific Hwy S,3,3,0,0,1,,2021.0,2021-09-26,0,1,0,0
2856,2125790,"September 26, 2021",Illinois,Chicago,800 block of S Albany Ave,0,6,0,0,1,,2021.0,2021-09-26,0,1,0,0
2857,2125953,"September 26, 2021",California,Oakland,1400 block of 8th Ave,0,4,0,0,0,,2021.0,2021-09-26,0,0,0,0
2858,2125613,"September 25, 2021",New York,Utica,800 block of Mohawk St,0,4,0,0,0,,2021.0,2021-09-25,0,0,0,0
2859,2125444,"September 25, 2021",Tennessee,Athens,Co Rd 60,4,1,0,0,2,,2021.0,2021-09-25,0,2,0,0
2860,2126241,"September 25, 2021",Tennessee,Chattanooga,1124 Grove St,2,5,0,0,0,,2021.0,2021-09-25,0,0,0,0
2861,2125227,"September 25, 2021",California,Riverside,Mockingbird Canyon Rd and Mariposa Ave,0,6,0,0,0,,2021.0,2021-09-25,0,0,0,0
2862,2124396,"September 24, 2021",South Carolina,Aiken,749 Silver Bluff Rd,3,1,1,0,0,,2021.0,2021-09-24,0,0,1,0
2863,2124887,"September 24, 2021",California,Los Angeles,11724 Wilmington Ave,0,4,0,0,2,,2021.0,2021-09-24,0,2,0,0
2864,2123395,"September 23, 2021",Tennessee,Collierville,240 New Byhalia Rd,1,14,1,0,0,,2021.0,2021-09-23,0,0,1,0
2865,2123301,"September 23, 2021",Pennsylvania,Philadelphia,38th St and Aspen St,0,4,0,0,0,,2021.0,2021-09-23,0,0,0,0
2866,2122565,"September 22, 2021",North Carolina,Fayetteville,1100 block of Charlie Dr,2,2,0,0,0,,2021.0,2021-09-22,0,0,0,0
2867,2121381,"September 21, 2021",District of Columbia,Washington,2200 block of Alabama Ave SE,0,5,0,0,0,,2021.0,2021-09-21,0,0,0,0
2868,2120940,"September 20, 2021",Pennsylvania,Philadelphia,Broad St and Chew Ave,1,5,0,0,0,,2021.0,2021-09-20,0,0,0,0
2869,2121031,"September 20, 2021",Missouri,Saint Louis,2000 block of St Charles St,1,3,0,0,0,,2021.0,2021-09-20,0,0,0,0
2870,2119583,"September 19, 2021",New York,Rochester,300 block of Driving Park Ave,2,2,0,0,1,,2021.0,2021-09-19,0,1,0,0
2871,2119701,"September 19, 2021",Florida,Miami,14900 block of Pierce St,0,4,0,0,1,,2021.0,2021-09-19,0,1,0,0
2872,2119736,"September 19, 2021",California,Oakland,300 block of 17th St,1,3,0,0,0,,2021.0,2021-09-19,0,0,0,0
2873,2119745,"September 19, 2021",Texas,Dallas,100 block of N Malcolm X Blvd,2,4,0,0,2,,2021.0,2021-09-19,0,2,0,0
2874,2119609,"September 19, 2021",Illinois,Chicago,900 block of N Massasoit Ave,0,5,0,0,0,,2021.0,2021-09-19,0,0,0,0
2875,2119950,"September 19, 2021",South Carolina,Yemassee,145 Yemassee Hwy,1,7,0,0,4,,2021.0,2021-09-19,0,4,0,0
2876,2119470,"September 18, 2021",New York,Bronx,Teller Ave and E 172nd St,1,3,0,0,0,,2021.0,2021-09-18,0,0,0,0
2877,2119101,"September 18, 2021",Illinois,Danville,3164 E Main St,2,2,0,0,2,,2021.0,2021-09-18,0,2,0,0
2878,2119478,"September 18, 2021",Louisiana,Opelousas,500 block of Sapphire St,0,5,0,0,0,,2021.0,2021-09-18,0,0,0,0
2879,2118451,"September 17, 2021",Georgia,Augusta,519 Broad St,0,4,0,0,2,,2021.0,2021-09-17,0,2,0,0
2880,2116343,"September 14, 2021",Maryland,Baltimore,1700 block of N Milton Ave,0,4,0,0,0,,2021.0,2021-09-14,0,0,0,0
2881,2116205,"September 14, 2021",Ohio,Cleveland,2747 Cedar Ave,0,6,0,0,0,,2021.0,2021-09-14,0,0,0,0
2882,2115522,"September 13, 2021",Wisconsin,Milwaukee,3073 N Sherman Blvd,0,5,0,0,0,,2021.0,2021-09-13,0,0,0,0
2883,2115947,"September 12, 2021",Minnesota,Saint Paul,7th St W and N Walnut St,4,0,0,0,1,,2021.0,2021-09-12,0,1,0,0
2884,2114626,"September 12, 2021",Texas,Temple,900 block of S 24th St,0,4,0,0,1,,2021.0,2021-09-12,0,1,0,0
2885,2122103,"September 12, 2021",Illinois,Blue Island,12200 block of S Irving Ave,2,2,0,0,0,,2021.0,2021-09-12,0,0,0,0
2886,2114481,"September 12, 2021",Michigan,Detroit,2700 block of Halleck St,2,4,0,0,0,,2021.0,2021-09-12,0,0,0,0
2887,2114510,"September 11, 2021",Alabama,Dothan,2000 Reeves St,0,5,0,0,0,,2021.0,2021-09-11,0,0,0,0
2888,2114583,"September 11, 2021",New York,Utica,700 block of Noyes St,1,3,0,0,1,,2021.0,2021-09-11,0,1,0,0
2889,2113623,"September 11, 2021",Illinois,Chicago,900 block of E 79th St,1,3,0,0,0,,2021.0,2021-09-11,0,0,0,0
2890,2113841,"September 11, 2021",Illinois,Chicago,300 block of E Kensington Ave,2,4,0,0,0,,2021.0,2021-09-11,0,0,0,0
2891,2113769,"September 11, 2021",New Jersey,Paterson,E 18th St and Fulton Pl,0,4,0,0,0,,2021.0,2021-09-11,0,0,0,0
2892,2112450,"September 10, 2021",Florida,Orlando,5526 S Orange Blossom Trl,0,4,0,0,0,,2021.0,2021-09-10,0,0,0,0
2893,2111858,"September 9, 2021",Illinois,East Saint Louis,510 Martin Luther King Dr,0,7,0,0,3,,2021.0,2021-09-09,0,3,0,0
2894,2112252,"September 9, 2021",Alabama,Montgomery,1800 block of Cotton Court,1,3,0,0,0,,2021.0,2021-09-09,0,0,0,0
2895,2111895,"September 8, 2021",Missouri,Saint Louis,4000 block of St Ferdinand Ave,0,4,0,0,0,,2021.0,2021-09-08,0,0,0,0
2896,2110346,"September 7, 2021",Delaware,Wilmington,A St and New Castle Ave,0,4,0,0,0,,2021.0,2021-09-07,0,0,0,0
2897,2110077,"September 7, 2021",Kansas,Wichita,351 N Mosley St,1,5,0,0,1,,2021.0,2021-09-07,0,1,0,0
2898,2109075,"September 6, 2021",Georgia,Atlanta,868 Joseph E Boone Blvd NW,0,5,0,0,0,,2021.0,2021-09-06,0,0,0,0
2899,2108892,"September 5, 2021",Missouri,Independence,116 W Lexington Ave,0,4,0,0,0,,2021.0,2021-09-05,0,0,0,0
2900,2108560,"September 5, 2021",New York,Bronx,4848 White Plains Rd,0,4,0,0,0,,2021.0,2021-09-05,0,0,0,0
2901,2108414,"September 5, 2021",Texas,Houston,7518 Imogene St,4,0,0,0,0,,2021.0,2021-09-05,0,0,0,0
2902,2108378,"September 5, 2021",Georgia,Athens,E Clayton St and N Jackson St,0,6,0,0,1,,2021.0,2021-09-05,0,1,0,0
2903,2108302,"September 5, 2021",Florida,Lakeland,N Socrum Loop Rd and Fulton Green Rd,4,1,0,1,1,,2021.0,2021-09-05,0,1,0,0
2904,2109384,"September 5, 2021",Ohio,Cincinnati,6308 Corbly Rd,0,4,0,0,0,,2021.0,2021-09-05,0,0,0,0
2905,2107828,"September 4, 2021",Louisiana,Monroe,1600 block of Winnsboro Rd,1,3,0,0,0,,2021.0,2021-09-04,0,0,0,0
2906,2108073,"September 4, 2021",Louisiana,Shreveport,8300 block of Millicent Way,1,3,0,0,3,,2021.0,2021-09-04,0,3,0,0
2907,2108406,"September 4, 2021",Georgia,Warner Robins,Mauldon Ct and Dunmurry Pl,1,4,0,0,2,,2021.0,2021-09-04,0,2,0,0
2908,2107875,"September 4, 2021",Pennsylvania,Pittsburgh,7300 block of Hamilton Ave,0,4,0,0,1,,2021.0,2021-09-04,0,1,0,0
2909,2107476,"September 4, 2021",Illinois,Chicago,1400 block of S Tripp Ave,0,5,0,0,0,,2021.0,2021-09-04,0,0,0,0
2910,2107930,"September 4, 2021",District of Columbia,Washington,700 block of Longfellow St NW,3,3,0,0,3,,2021.0,2021-09-04,0,3,0,0
2911,2107621,"September 3, 2021",Texas,Austin,9345 US-290,1,3,0,0,0,,2021.0,2021-09-03,0,0,0,0
2912,2107168,"September 3, 2021",New York,Syracuse,Nelson St and W Marcellus St,0,4,0,0,0,,2021.0,2021-09-03,0,0,0,0
2913,2107467,"September 3, 2021",Louisiana,New Iberia,927 S Lewis St,1,3,0,0,0,,2021.0,2021-09-03,0,0,0,0
2914,2107198,"September 2, 2021",New York,Niagara Falls,336 19th St,0,4,0,0,0,,2021.0,2021-09-02,0,0,0,0
2915,2104725,"August 31, 2021",North Carolina,Elm City,3500 block of London Church Rd,2,2,0,0,1,,2021.0,2021-08-31,0,1,0,0
2916,2104181,"August 30, 2021",Illinois,Normal,2000 block of Lambert Dr,2,3,1,0,0,,2021.0,2021-08-30,0,0,0,1
2917,2103256,"August 29, 2021",Tennessee,Nashville,2621 Jefferson St,0,5,0,0,1,,2021.0,2021-08-29,0,1,0,0
2918,2102991,"August 29, 2021",Nevada,Las Vegas,1750 S Rainbow Blvd,1,3,0,0,3,,2021.0,2021-08-29,0,3,0,0
2919,2103311,"August 29, 2021",Wisconsin,Milwaukee,N 41st St and W Lloyd St,0,4,0,0,0,,2021.0,2021-08-29,0,0,0,0
2920,2103132,"August 28, 2021",New York,Albany,Sherman St and Henry Johnson Blvd,0,5,0,0,0,,2021.0,2021-08-28,0,0,0,0
2921,2103035,"August 28, 2021",California,San Diego,3100 block of Mission Blvd,0,4,0,0,0,,2021.0,2021-08-28,0,0,0,0
2922,2102694,"August 28, 2021",Illinois,Chicago,2800 block of W 12th Pl,0,4,0,0,0,,2021.0,2021-08-28,0,0,0,0
2923,2102082,"August 27, 2021",Pennsylvania,Sharon Hill,300 Calcon Hook Rd,1,4,0,0,5,,2021.0,2021-08-27,0,5,0,0
2924,2101199,"August 27, 2021",California,Los Angeles,8400 block of Fountain Ave,0,4,0,0,0,,2021.0,2021-08-27,0,0,0,0
2925,2101774,"August 27, 2021",West Virginia,Huntington,300 block of Oney Ave,2,2,0,0,1,,2021.0,2021-08-27,0,1,0,0
2926,2100578,"August 26, 2021",Minnesota,Minneapolis,3006 Lyndale Ave,0,7,0,0,0,,2021.0,2021-08-26,0,0,0,0
2927,2100397,"August 25, 2021",Washington,Kennewick,217215 E Finley Rd,3,1,1,0,0,,2021.0,2021-08-25,0,0,0,1
2928,2098246,"August 23, 2021",Illinois,Chicago,W Wilson Ave and N Sheridan Rd,0,4,0,0,0,,2021.0,2021-08-23,0,0,0,0
2929,2097075,"August 22, 2021",Illinois,Chicago,3400 block of W Lake St,1,4,0,0,0,,2021.0,2021-08-22,0,0,0,0
2930,2097481,"August 22, 2021",Illinois,Carbondale,501 W Cherry St,1,3,0,0,1,,2021.0,2021-08-22,0,1,0,0
2931,2097494,"August 22, 2021",Colorado,Denver,19th St and Blake St,1,5,0,0,0,,2021.0,2021-08-22,0,0,0,0
