Incident ID,Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,Operations,dates_processed
1289686,"December 31, 2018",Ohio,Cleveland,4462 Denison Ave,3,2,0,0,0,,2018-12-31
1289686,"December 31, 2018",Ohio,Cleveland,4462 Denison Ave,3,2,0,0,0,,2018-12-31
1288376,"December 29, 2018",Ohio,Lima,904 S Main St,1,3,0,0,1,,2018-12-29
1288376,"December 29, 2018",Ohio,Lima,904 S Main St,1,3,0,0,1,,2018-12-29
1287286,"December 28, 2018",Missouri,Saint Charles,150 Whetstone Dr,4,0,0,1,1,,2018-12-28
1287286,"December 28, 2018",Missouri,Saint Charles,150 Whetstone Dr,4,0,0,1,1,,2018-12-28
1284586,"December 24, 2018",Louisiana,Lutcher,2176 Main St,2,2,0,0,2,,2018-12-24
1284586,"December 24, 2018",Louisiana,Lutcher,2176 Main St,2,2,0,0,2,,2018-12-24
1283229,"December 23, 2018",Missouri,Springfield,1042 W College St,1,6,0,0,1,,2018-12-23
1283229,"December 23, 2018",Missouri,Springfield,1042 W College St,1,6,0,0,1,,2018-12-23
1282704,"December 22, 2018",Nevada,Las Vegas,3528 S Maryland Pkwy,0,4,0,0,0,,2018-12-22
1282704,"December 22, 2018",Nevada,Las Vegas,3528 S Maryland Pkwy,0,4,0,0,0,,2018-12-22
1279617,"December 18, 2018",Maryland,Baltimore,3942 Park Heights Ave,0,4,0,1,1,,2018-12-18
1279617,"December 18, 2018",Maryland,Baltimore,3942 Park Heights Ave,0,4,0,1,1,,2018-12-18
1277327,"December 15, 2018",Florida,Miami,239 NW 16th St,0,5,0,0,0,,2018-12-15
1277327,"December 15, 2018",Florida,Miami,239 NW 16th St,0,5,0,0,0,,2018-12-15
1277411,"December 14, 2018",Colorado,Colorado Springs,700 block of Geiger Ct,1,3,0,0,2,,2018-12-14
1277411,"December 14, 2018",Colorado,Colorado Springs,700 block of Geiger Ct,1,3,0,0,2,,2018-12-14
1276091,"December 13, 2018",Pennsylvania,Philadelphia,4505 N Broad St,0,4,0,0,0,,2018-12-13
1276091,"December 13, 2018",Pennsylvania,Philadelphia,4505 N Broad St,0,4,0,0,0,,2018-12-13
1276298,"December 11, 2018",Louisiana,Natchitoches,Caspari St and University Pkwy,1,3,0,0,0,,2018-12-11
1276298,"December 11, 2018",Louisiana,Natchitoches,Caspari St and University Pkwy,1,3,0,0,0,,2018-12-11
1272855,"December 9, 2018",Wisconsin,Madison,3554 E Washington Ave,0,4,0,0,2,,2018-12-09
1272855,"December 9, 2018",Wisconsin,Madison,3554 E Washington Ave,0,4,0,0,2,,2018-12-09
1272106,"December 8, 2018",New York,Corona (Queens),89-25 130th St,0,5,0,0,1,,2018-12-08
1273161,"December 8, 2018",California,Inglewood,801 S Inglewood Ave,0,5,0,0,0,,2018-12-08
1273161,"December 8, 2018",California,Inglewood,801 S Inglewood Ave,0,5,0,0,0,,2018-12-08
1272106,"December 8, 2018",New York,Corona (Queens),89-25 130th St,0,5,0,0,1,,2018-12-08
1267682,"December 1, 2018",Florida,Miami,NW Fifth Ave and NW Eighth St,0,5,0,0,0,,2018-12-01
1267682,"December 1, 2018",Florida,Miami,NW Fifth Ave and NW Eighth St,0,5,0,0,0,,2018-12-01
1266937,"November 26, 2018",Tennessee,Powell,Tammy Dr,0,4,0,0,2,,2018-11-26
1266937,"November 26, 2018",Tennessee,Powell,Tammy Dr,0,4,0,0,2,,2018-11-26
1262814,"November 25, 2018",Alabama,Demopolis,Floyd St and Field St,2,2,0,0,0,,2018-11-25
1263332,"November 25, 2018",California,Oakland,1000 block of 24th St,0,4,0,0,0,,2018-11-25
1263086,"November 25, 2018",Texas,Houston,4500 block of Yale St,1,3,0,0,0,,2018-11-25
1263332,"November 25, 2018",California,Oakland,1000 block of 24th St,0,4,0,0,0,,2018-11-25
1262814,"November 25, 2018",Alabama,Demopolis,Floyd St and Field St,2,2,0,0,0,,2018-11-25
1263086,"November 25, 2018",Texas,Houston,4500 block of Yale St,1,3,0,0,0,,2018-11-25
1262013,"November 23, 2018",Florida,Miami,5801 NW 27th Ave,2,5,0,0,0,,2018-11-23
1262013,"November 23, 2018",Florida,Miami,5801 NW 27th Ave,2,5,0,0,0,,2018-11-23
1261351,"November 22, 2018",Indiana,Fort Wayne,6100 block of Downingtown Dr,3,2,0,0,2,,2018-11-22
1261351,"November 22, 2018",Indiana,Fort Wayne,6100 block of Downingtown Dr,3,2,0,0,2,,2018-11-22
1260525,"November 21, 2018",Missouri,Saint Louis,4200 block of Shreve Ave,0,4,0,0,0,,2018-11-21
1260525,"November 21, 2018",Missouri,Saint Louis,4200 block of Shreve Ave,0,4,0,0,0,,2018-11-21
1258777,"November 19, 2018",Colorado,Denver,1200 21st Street,1,3,0,1,2,,2018-11-19
1258804,"November 19, 2018",Pennsylvania,Philadelphia,5100 block of Malcolm St,4,0,0,0,4,,2018-11-19
1258804,"November 19, 2018",Pennsylvania,Philadelphia,5100 block of Malcolm St,4,0,0,0,4,,2018-11-19
1258777,"November 19, 2018",Colorado,Denver,1200 21st Street,1,3,0,1,2,,2018-11-19
1258009,"November 18, 2018",California,Los Angeles (Watts),95th St and Defiance Ave,2,2,0,1,0,,2018-11-18
1258009,"November 18, 2018",California,Los Angeles (Watts),95th St and Defiance Ave,2,2,0,1,0,,2018-11-18
1257508,"November 16, 2018",Arkansas,Little Rock,4405 W 14th St,3,1,0,0,1,,2018-11-16
1257508,"November 16, 2018",Arkansas,Little Rock,4405 W 14th St,3,1,0,0,1,,2018-11-16
1256435,"November 14, 2018",Louisiana,Baton Rouge,4896 Gus Young Ave,3,1,0,0,0,,2018-11-14
1256435,"November 14, 2018",Louisiana,Baton Rouge,4896 Gus Young Ave,3,1,0,0,0,,2018-11-14
1254225,"November 13, 2018",New Mexico,Gallup,CR 1 and Defiance Draw Rd,3,1,1,0,0,,2018-11-13
1254225,"November 13, 2018",New Mexico,Gallup,CR 1 and Defiance Draw Rd,3,1,1,0,0,,2018-11-13
1254084,"November 12, 2018",North Carolina,Dunn,4640 Woods Crossroads Rd,3,1,0,0,1,,2018-11-12
1254084,"November 12, 2018",North Carolina,Dunn,4640 Woods Crossroads Rd,3,1,0,0,1,,2018-11-12
1253361,"November 11, 2018",Arizona,Globe,598 N Broad St,3,1,0,0,1,,2018-11-11
1253361,"November 11, 2018",Arizona,Globe,598 N Broad St,3,1,0,0,1,,2018-11-11
1249561,"November 7, 2018",California,Thousand Oaks,99 Rolling Oaks Dr,12,2,1,0,0,,2018-11-07
1249561,"November 7, 2018",California,Thousand Oaks,99 Rolling Oaks Dr,12,2,1,0,0,,2018-11-07
1246727,"November 3, 2018",New York,Watertown,136 Franklin St,0,5,0,0,1,,2018-11-03
1246727,"November 3, 2018",New York,Watertown,136 Franklin St,0,5,0,0,1,,2018-11-03
1246489,"November 2, 2018",Florida,Tallahassee,1950 Thomasville Rd,2,4,1,0,0,,2018-11-02
1247019,"November 2, 2018",California,Long Beach (North Long Beach),5800 block of Brayton Ave,0,4,0,0,0,,2018-11-02
1246489,"November 2, 2018",Florida,Tallahassee,1950 Thomasville Rd,2,4,1,0,0,,2018-11-02
1247019,"November 2, 2018",California,Long Beach (North Long Beach),5800 block of Brayton Ave,0,4,0,0,0,,2018-11-02
1245703,"November 1, 2018",Minnesota,Minneapolis,3400 block of Girard Ave N,0,5,0,0,0,,2018-11-01
1245274,"November 1, 2018",Missouri,Springfield,906 E Locust St,3,2,0,0,1,,2018-11-01
1245703,"November 1, 2018",Minnesota,Minneapolis,3400 block of Girard Ave N,0,5,0,0,0,,2018-11-01
1245274,"November 1, 2018",Missouri,Springfield,906 E Locust St,3,2,0,0,1,,2018-11-01
1244754,"October 31, 2018",Michigan,Detroit,19000 block of Langholm St,1,3,0,0,1,,2018-10-31
1244754,"October 31, 2018",Michigan,Detroit,19000 block of Langholm St,1,3,0,0,1,,2018-10-31
1246059,"October 30, 2018",California,Vallejo,Woodrow Ave and Reis Ave,2,3,0,0,0,,2018-10-30
1244424,"October 30, 2018",California,Los Angeles,65th Place and Vermont Avenue,0,5,0,0,0,,2018-10-30
1246059,"October 30, 2018",California,Vallejo,Woodrow Ave and Reis Ave,2,3,0,0,0,,2018-10-30
1244424,"October 30, 2018",California,Los Angeles,65th Place and Vermont Avenue,0,5,0,0,0,,2018-10-30
1243331,"October 29, 2018",California,Riverside,3252 Mission Inn Ave,0,7,0,0,0,,2018-10-29
1243331,"October 29, 2018",California,Riverside,3252 Mission Inn Ave,0,7,0,0,0,,2018-10-29
1243010,"October 28, 2018",Arkansas,El Dorado,2 Whites Quarters,2,2,0,0,1,,2018-10-28
1243010,"October 28, 2018",Arkansas,El Dorado,2 Whites Quarters,2,2,0,0,1,,2018-10-28
1242807,"October 27, 2018",Tennessee,Memphis,4275 Lady Slipper Ln,0,5,0,0,3,,2018-10-27
1241819,"October 27, 2018",Pennsylvania,Pittsburgh,5898 Wilkins Ave,11,6,0,1,1,,2018-10-27
1241819,"October 27, 2018",Pennsylvania,Pittsburgh,5898 Wilkins Ave,11,6,0,1,1,,2018-10-27
1242807,"October 27, 2018",Tennessee,Memphis,4275 Lady Slipper Ln,0,5,0,0,3,,2018-10-27
1242443,"October 26, 2018",New Jersey,Jersey City,77 Brinkerhoff St,1,3,0,0,2,,2018-10-26
1242443,"October 26, 2018",New Jersey,Jersey City,77 Brinkerhoff St,1,3,0,0,2,,2018-10-26
1240751,"October 24, 2018",Illinois,Chicago,6200 block of S King Dr,0,5,0,0,0,,2018-10-24
1240751,"October 24, 2018",Illinois,Chicago,6200 block of S King Dr,0,5,0,0,0,,2018-10-24
1238603,"October 22, 2018",Illinois,Chicago,9231 S Cottage Grove Av,0,6,0,0,0,,2018-10-22
1238603,"October 22, 2018",Illinois,Chicago,9231 S Cottage Grove Av,0,6,0,0,0,,2018-10-22
1237930,"October 21, 2018",Florida,Jacksonville,900 block of A Philip Randolph Blvd,1,5,0,0,0,,2018-10-21
1237930,"October 21, 2018",Florida,Jacksonville,900 block of A Philip Randolph Blvd,1,5,0,0,0,,2018-10-21
1238052,"October 21, 2018",Washington,Lakewood,8722 S Tacoma Way,1,3,0,0,4,,2018-10-21
1238052,"October 21, 2018",Washington,Lakewood,8722 S Tacoma Way,1,3,0,0,4,,2018-10-21
1234087,"October 16, 2018",Georgia,Atlanta,Broad St,0,4,0,0,0,,2018-10-16
1234087,"October 16, 2018",Georgia,Atlanta,Broad St,0,4,0,0,0,,2018-10-16
1233663,"October 15, 2018",Tennessee,Columbia,1075 Carters Creek Pike,4,0,1,0,0,,2018-10-15
1233663,"October 15, 2018",Tennessee,Columbia,1075 Carters Creek Pike,4,0,1,0,0,,2018-10-15
1232554,"October 14, 2018",Texas,Fort Worth,5310 E Rosedale St,0,4,0,0,0,,2018-10-14
1233068,"October 14, 2018",California,Palo Alto (East Palo Alto),2500 block of Pulgas Ave,2,2,0,0,0,,2018-10-14
1233068,"October 14, 2018",California,Palo Alto (East Palo Alto),2500 block of Pulgas Ave,2,2,0,0,0,,2018-10-14
1233563,"October 14, 2018",Nevada,Las Vegas,2815 W Lake Mead Blvd,3,1,0,0,1,,2018-10-14
1232554,"October 14, 2018",Texas,Fort Worth,5310 E Rosedale St,0,4,0,0,0,,2018-10-14
1233563,"October 14, 2018",Nevada,Las Vegas,2815 W Lake Mead Blvd,3,1,0,0,1,,2018-10-14
1232018,"October 13, 2018",Missouri,Saint Louis,400 block of Midlothian Road,0,4,0,0,0,,2018-10-13
1232288,"October 13, 2018",Texas,Taft,511 Wilburn St,4,1,0,0,2,,2018-10-13
1232018,"October 13, 2018",Missouri,Saint Louis,400 block of Midlothian Road,0,4,0,0,0,,2018-10-13
1232288,"October 13, 2018",Texas,Taft,511 Wilburn St,4,1,0,0,2,,2018-10-13
1232044,"October 12, 2018",South Carolina,Spartanburg,1620 John B White Sr Blvd,0,6,0,0,2,,2018-10-12
1231385,"October 12, 2018",Nevada,Las Vegas,6500 block of W Charleston Blvd,0,4,0,0,0,,2018-10-12
1231385,"October 12, 2018",Nevada,Las Vegas,6500 block of W Charleston Blvd,0,4,0,0,0,,2018-10-12
1232044,"October 12, 2018",South Carolina,Spartanburg,1620 John B White Sr Blvd,0,6,0,0,2,,2018-10-12
1229738,"October 8, 2018",Alabama,Birmingham,Joppa Ave,0,4,0,0,0,,2018-10-08
1229738,"October 8, 2018",Alabama,Birmingham,Joppa Ave,0,4,0,0,0,,2018-10-08
1226923,"October 6, 2018",Oklahoma,Tulsa,9453 E 31st St,0,4,0,0,0,,2018-10-06
1226853,"October 6, 2018",Texas,Houston,6802 Cullen Blvd,1,3,0,0,0,,2018-10-06
1226384,"October 6, 2018",California,Oakland,Williams St and Telegraph Ave,0,4,0,2,0,,2018-10-06
1226853,"October 6, 2018",Texas,Houston,6802 Cullen Blvd,1,3,0,0,0,,2018-10-06
1226923,"October 6, 2018",Oklahoma,Tulsa,9453 E 31st St,0,4,0,0,0,,2018-10-06
1226384,"October 6, 2018",California,Oakland,Williams St and Telegraph Ave,0,4,0,2,0,,2018-10-06
1225631,"October 4, 2018",Georgia,Swainsboro,Lucky St,0,4,0,0,3,,2018-10-04
1226179,"October 4, 2018",New Mexico,Espanola (Española),1813 N Riverside Dr,1,3,0,0,3,,2018-10-04
1226179,"October 4, 2018",New Mexico,Espanola (Española),1813 N Riverside Dr,1,3,0,0,3,,2018-10-04
1225631,"October 4, 2018",Georgia,Swainsboro,Lucky St,0,4,0,0,3,,2018-10-04
1223755,"October 3, 2018",Pennsylvania,Philadelphia,5101 Germantown Ave,1,4,0,0,0,,2018-10-03
1223865,"October 3, 2018",South Carolina,Florence,932 Ashton Dr,2,6,0,0,1,,2018-10-03
1223755,"October 3, 2018",Pennsylvania,Philadelphia,5101 Germantown Ave,1,4,0,0,0,,2018-10-03
1223865,"October 3, 2018",South Carolina,Florence,932 Ashton Dr,2,6,0,0,1,,2018-10-03
1221758,"October 1, 2018",Illinois,Chicago,500 block of S Michigan Ave,2,2,0,0,1,,2018-10-01
1221758,"October 1, 2018",Illinois,Chicago,500 block of S Michigan Ave,2,2,0,0,1,,2018-10-01
1221794,"September 30, 2018",California,Compton,1300 E Palmer St,1,3,0,0,0,,2018-09-30
1221794,"September 30, 2018",California,Compton,1300 E Palmer St,1,3,0,0,0,,2018-09-30
1220912,"September 29, 2018",Florida,Orlando,1700 block of 24th St,1,4,0,0,2,,2018-09-29
1220912,"September 29, 2018",Florida,Orlando,1700 block of 24th St,1,4,0,0,2,,2018-09-29
1220331,"September 28, 2018",Pennsylvania,Philadelphia,5100 block of Haverford Ave,2,2,0,0,0,,2018-09-28
1220331,"September 28, 2018",Pennsylvania,Philadelphia,5100 block of Haverford Ave,2,2,0,0,0,,2018-09-28
1217150,"September 24, 2018",Tennessee,Memphis,1528 Ragan St,3,2,0,0,0,,2018-09-24
1217150,"September 24, 2018",Tennessee,Memphis,1528 Ragan St,3,2,0,0,0,,2018-09-24
1215954,"September 23, 2018",California,Baldwin Park,3700 block of Loma Lane,0,4,0,0,0,,2018-09-23
1215987,"September 23, 2018",California,Bakersfield,2600 block of Chandler Ct,1,4,0,0,2,,2018-09-23
1215954,"September 23, 2018",California,Baldwin Park,3700 block of Loma Lane,0,4,0,0,0,,2018-09-23
1215987,"September 23, 2018",California,Bakersfield,2600 block of Chandler Ct,1,4,0,0,2,,2018-09-23
1215904,"September 22, 2018",New York,Hempstead,Dolan St,0,4,0,0,0,,2018-09-22
1215904,"September 22, 2018",New York,Hempstead,Dolan St,0,4,0,0,0,,2018-09-22
1215739,"September 21, 2018",District of Columbia,Washington,1800 block of Benning Rd NE,0,4,0,0,2,,2018-09-21
1215739,"September 21, 2018",District of Columbia,Washington,1800 block of Benning Rd NE,0,4,0,0,2,,2018-09-21
1214298,"September 20, 2018",New York,Syracuse,1317 Midland Ave,0,5,0,0,0,,2018-09-20
1214298,"September 20, 2018",New York,Syracuse,1317 Midland Ave,0,5,0,0,0,,2018-09-20
1213926,"September 20, 2018",Maryland,Aberdeen,1501 Perryman Rd,3,3,1,0,0,,2018-09-20
1213926,"September 20, 2018",Maryland,Aberdeen,1501 Perryman Rd,3,3,1,0,0,,2018-09-20
1213223,"September 19, 2018",Wisconsin,Middleton,1850 Deming Way,0,4,1,0,0,,2018-09-19
1213293,"September 19, 2018",Pennsylvania,Masontown,1 E Church St,0,4,1,0,0,,2018-09-19
1213836,"September 19, 2018",Illinois,Chicago,W Cermak Rd and S State St,0,4,0,0,0,,2018-09-19
1213836,"September 19, 2018",Illinois,Chicago,W Cermak Rd and S State St,0,4,0,0,0,,2018-09-19
1213293,"September 19, 2018",Pennsylvania,Masontown,1 E Church St,0,4,1,0,0,,2018-09-19
1213223,"September 19, 2018",Wisconsin,Middleton,1850 Deming Way,0,4,1,0,0,,2018-09-19
1212567,"September 18, 2018",Tennessee,Memphis,4622 Faronia Rd,0,4,0,0,5,,2018-09-18
1212984,"September 18, 2018",Louisiana,New Orleans (Algiers),1100 block of Sumner St,0,4,0,0,0,,2018-09-18
1212567,"September 18, 2018",Tennessee,Memphis,4622 Faronia Rd,0,4,0,0,5,,2018-09-18
1212984,"September 18, 2018",Louisiana,New Orleans (Algiers),1100 block of Sumner St,0,4,0,0,0,,2018-09-18
1211659,"September 17, 2018",Maryland,Silver Spring,123 Amberleigh Dr,3,1,1,0,0,,2018-09-17
1211659,"September 17, 2018",Maryland,Silver Spring,123 Amberleigh Dr,3,1,1,0,0,,2018-09-17
1210742,"September 15, 2018",Wisconsin,Milwaukee,820 S 21st St,0,4,0,0,0,,2018-09-15
1210742,"September 15, 2018",Wisconsin,Milwaukee,820 S 21st St,0,4,0,0,0,,2018-09-15
1209006,"September 12, 2018",California,Bakersfield,660 Manwell Blvd,5,0,1,0,0,,2018-09-12
1209006,"September 12, 2018",California,Bakersfield,660 Manwell Blvd,5,0,1,0,0,,2018-09-12
1208397,"September 11, 2018",Illinois,Chicago,10600 block of S Bensley Avenue,0,4,0,0,0,,2018-09-11
1208397,"September 11, 2018",Illinois,Chicago,10600 block of S Bensley Avenue,0,4,0,0,0,,2018-09-11
1206828,"September 10, 2018",Tennessee,Memphis,140 Lt George W Lee Ave,0,5,0,0,1,,2018-09-10
1206828,"September 10, 2018",Tennessee,Memphis,140 Lt George W Lee Ave,0,5,0,0,1,,2018-09-10
1206409,"September 9, 2018",Illinois,Elgin,550 S McLean Blvd,1,3,0,0,0,,2018-09-09
1206375,"September 9, 2018",Alabama,Auburn,224 W Magnolia St,1,4,0,0,2,,2018-09-09
1206409,"September 9, 2018",Illinois,Elgin,550 S McLean Blvd,1,3,0,0,0,,2018-09-09
1206375,"September 9, 2018",Alabama,Auburn,224 W Magnolia St,1,4,0,0,2,,2018-09-09
1206050,"September 7, 2018",Minnesota,Minneapolis,2024 N Washington Ave,1,3,0,0,1,,2018-09-07
1206050,"September 7, 2018",Minnesota,Minneapolis,2024 N Washington Ave,1,3,0,0,1,,2018-09-07
1204538,"September 6, 2018",Ohio,Cincinnati,511 Walnut St,3,2,1,0,0,,2018-09-06
1204538,"September 6, 2018",Ohio,Cincinnati,511 Walnut St,3,2,1,0,0,,2018-09-06
1204486,"September 4, 2018",Georgia,Albany,1200 block of Gillespie Ave,0,4,0,0,1,,2018-09-04
1204486,"September 4, 2018",Georgia,Albany,1200 block of Gillespie Ave,0,4,0,0,1,,2018-09-04
1202318,"September 2, 2018",Alabama,Birmingham,500 23rd St S,0,6,0,1,0,,2018-09-02
1202274,"September 2, 2018",New Jersey,Paterson,43 12th Ave,2,2,0,0,0,,2018-09-02
1202134,"September 2, 2018",Texas,San Antonio,600 block of Morningview St,0,4,0,0,0,,2018-09-02
1202134,"September 2, 2018",Texas,San Antonio,600 block of Morningview St,0,4,0,0,0,,2018-09-02
1202437,"September 2, 2018",New Jersey,Trenton,Stuyvesant Ave and Bryn Mawr Ave,0,4,0,0,0,,2018-09-02
1202274,"September 2, 2018",New Jersey,Paterson,43 12th Ave,2,2,0,0,0,,2018-09-02
1202332,"September 2, 2018",California,San Bernardino,1277 East Lynwood Drive,0,8,0,0,0,,2018-09-02
1202437,"September 2, 2018",New Jersey,Trenton,Stuyvesant Ave and Bryn Mawr Ave,0,4,0,0,0,,2018-09-02
1202318,"September 2, 2018",Alabama,Birmingham,500 23rd St S,0,6,0,1,0,,2018-09-02
1202332,"September 2, 2018",California,San Bernardino,1277 East Lynwood Drive,0,8,0,0,0,,2018-09-02
1201885,"September 2, 2018",Arkansas,Fort Smith,801 Garrison Ave,0,4,0,0,0,,2018-09-02
1201885,"September 2, 2018",Arkansas,Fort Smith,801 Garrison Ave,0,4,0,0,0,,2018-09-02
1201135,"September 1, 2018",Ohio,Cleveland,3232 Lakeside Ave East,1,7,0,0,0,,2018-09-01
1201135,"September 1, 2018",Ohio,Cleveland,3232 Lakeside Ave East,1,7,0,0,0,,2018-09-01
1201973,"September 1, 2018",Florida,Fort Lauderdale (Lauderhill),5225 NW 24th Ct,1,3,0,0,0,,2018-09-01
1201973,"September 1, 2018",Florida,Fort Lauderdale (Lauderhill),5225 NW 24th Ct,1,3,0,0,0,,2018-09-01
1200904,"August 31, 2018",Colorado,Aurora,1900 block of Peoria St,2,2,0,1,1,,2018-08-31
1200904,"August 31, 2018",Colorado,Aurora,1900 block of Peoria St,2,2,0,1,1,,2018-08-31
1197278,"August 27, 2018",Arkansas,Pine Bluff,2600 block of W 34th Ave,1,3,0,0,0,,2018-08-27
1197278,"August 27, 2018",Arkansas,Pine Bluff,2600 block of W 34th Ave,1,3,0,0,0,,2018-08-27
1196028,"August 26, 2018",Florida,Jacksonville,2 Independent Dr,2,9,1,0,0,,2018-08-26
1196028,"August 26, 2018",Florida,Jacksonville,2 Independent Dr,2,9,1,0,0,,2018-08-26
1196051,"August 25, 2018",Tennessee,Nashville,1564 9th Ave N,1,4,0,0,0,,2018-08-25
1195537,"August 25, 2018",Virginia,Richmond,4 N 18th St,0,5,0,0,0,,2018-08-25
1195537,"August 25, 2018",Virginia,Richmond,4 N 18th St,0,5,0,0,0,,2018-08-25
1196051,"August 25, 2018",Tennessee,Nashville,1564 9th Ave N,1,4,0,0,0,,2018-08-25
1194315,"August 23, 2018",Pennsylvania,Philadelphia,5800 block of Oakland St,0,4,0,0,0,,2018-08-23
1194598,"August 23, 2018",Maryland,Baltimore,1700 block of Homestead St,0,4,0,0,0,,2018-08-23
1194315,"August 23, 2018",Pennsylvania,Philadelphia,5800 block of Oakland St,0,4,0,0,0,,2018-08-23
1194598,"August 23, 2018",Maryland,Baltimore,1700 block of Homestead St,0,4,0,0,0,,2018-08-23
1194057,"August 22, 2018",Missouri,Saint Louis,I-64 and Jefferson Ave,0,4,0,0,0,,2018-08-22
1194057,"August 22, 2018",Missouri,Saint Louis,I-64 and Jefferson Ave,0,4,0,0,0,,2018-08-22
1192788,"August 21, 2018",Tennessee,Memphis,2119 E Alcy Rd,0,4,0,0,1,,2018-08-21
1192788,"August 21, 2018",Tennessee,Memphis,2119 E Alcy Rd,0,4,0,0,1,,2018-08-21
1192036,"August 20, 2018",Ohio,Cleveland,E 94th St and Kinsman Rd,1,3,0,0,0,,2018-08-20
1191368,"August 20, 2018",Tennessee,Jackson,60 Heritage Square,1,4,0,0,0,,2018-08-20
1192036,"August 20, 2018",Ohio,Cleveland,E 94th St and Kinsman Rd,1,3,0,0,0,,2018-08-20
1191368,"August 20, 2018",Tennessee,Jackson,60 Heritage Square,1,4,0,0,0,,2018-08-20
1191279,"August 19, 2018",Illinois,Chicago,7400 block of S Dante Ave,0,5,0,0,0,,2018-08-19
1191279,"August 19, 2018",Illinois,Chicago,7400 block of S Dante Ave,0,5,0,0,0,,2018-08-19
1190035,"August 18, 2018",New York,Bronx,925 Allerton Ave,0,4,0,0,1,,2018-08-18
1190035,"August 18, 2018",New York,Bronx,925 Allerton Ave,0,4,0,0,1,,2018-08-18
1189717,"August 17, 2018",Illinois,Chicago,1600 block of W 65th St,0,7,0,0,0,,2018-08-17
1189717,"August 17, 2018",Illinois,Chicago,1600 block of W 65th St,0,7,0,0,0,,2018-08-17
1188597,"August 15, 2018",South Carolina,Greenwood,104 Mimosa Ct,0,5,0,0,0,,2018-08-15
1188597,"August 15, 2018",South Carolina,Greenwood,104 Mimosa Ct,0,5,0,0,0,,2018-08-15
1186888,"August 14, 2018",Pennsylvania,Wyncote,1000 S Easton Rd,0,5,0,0,1,,2018-08-14
1186888,"August 14, 2018",Pennsylvania,Wyncote,1000 S Easton Rd,0,5,0,0,1,,2018-08-14
1185622,"August 12, 2018",Pennsylvania,Pittsburgh,5600 block of Broad St,0,4,0,0,1,,2018-08-12
1185520,"August 12, 2018",California,Clearlake,4786 Yarrington Ct,3,1,1,0,0,,2018-08-12
1185622,"August 12, 2018",Pennsylvania,Pittsburgh,5600 block of Broad St,0,4,0,0,1,,2018-08-12
1185520,"August 12, 2018",California,Clearlake,4786 Yarrington Ct,3,1,1,0,0,,2018-08-12
1184607,"August 11, 2018",Colorado,Thornton,4050 E 100th Ave,1,3,0,0,1,,2018-08-11
1186061,"August 11, 2018",California,San Francisco,Geneva St and Mission St,1,4,0,0,1,,2018-08-11
1186061,"August 11, 2018",California,San Francisco,Geneva St and Mission St,1,4,0,0,1,,2018-08-11
1184607,"August 11, 2018",Colorado,Thornton,4050 E 100th Ave,1,3,0,0,1,,2018-08-11
1184992,"August 10, 2018",Missouri,Saint Louis,1515 N 13th St,0,4,0,0,1,,2018-08-10
1184206,"August 10, 2018",Michigan,Detroit,6300 block of Vinewood St,0,4,0,0,1,,2018-08-10
1184992,"August 10, 2018",Missouri,Saint Louis,1515 N 13th St,0,4,0,0,1,,2018-08-10
1184206,"August 10, 2018",Michigan,Detroit,6300 block of Vinewood St,0,4,0,0,1,,2018-08-10
1182893,"August 8, 2018",New Jersey,Paterson,Mercer St and Franklin St,0,4,0,0,0,,2018-08-08
1182717,"August 8, 2018",Pennsylvania,Philadelphia,North 12th Street and West Huntingdon Street,2,4,0,0,0,,2018-08-08
1182893,"August 8, 2018",New Jersey,Paterson,Mercer St and Franklin St,0,4,0,0,0,,2018-08-08
1182717,"August 8, 2018",Pennsylvania,Philadelphia,North 12th Street and West Huntingdon Street,2,4,0,0,0,,2018-08-08
1179619,"August 5, 2018",Illinois,Chicago,1300 block of S Millard Ave,1,5,0,0,0,,2018-08-05
1179935,"August 5, 2018",Illinois,Chicago,50 block of N Leclaire Ave,1,4,0,0,0,,2018-08-05
1179644,"August 5, 2018",Illinois,Chicago,1600 block of S Avers Ave,0,4,0,0,0,,2018-08-05
1179677,"August 5, 2018",Illinois,Chicago,900 block of S Karlov Ave,0,4,0,0,0,,2018-08-05
1179935,"August 5, 2018",Illinois,Chicago,50 block of N Leclaire Ave,1,4,0,0,0,,2018-08-05
1179619,"August 5, 2018",Illinois,Chicago,1300 block of S Millard Ave,1,5,0,0,0,,2018-08-05
1179607,"August 5, 2018",Illinois,Chicago,1300 block of W 76th St,0,8,0,0,0,,2018-08-05
1179677,"August 5, 2018",Illinois,Chicago,900 block of S Karlov Ave,0,4,0,0,0,,2018-08-05
1179607,"August 5, 2018",Illinois,Chicago,1300 block of W 76th St,0,8,0,0,0,,2018-08-05
1179644,"August 5, 2018",Illinois,Chicago,1600 block of S Avers Ave,0,4,0,0,0,,2018-08-05
1180161,"August 4, 2018",Missouri,Kansas City,E 18th St and Highland Ave,0,6,0,0,1,,2018-08-04
1179810,"August 4, 2018",Nevada,Las Vegas,3400 block of Coran Ln,0,6,0,0,0,,2018-08-04
1180161,"August 4, 2018",Missouri,Kansas City,E 18th St and Highland Ave,0,6,0,0,1,,2018-08-04
1179805,"August 4, 2018",Illinois,Chicago,1600 block of N Leclaire Ave,1,3,0,0,0,,2018-08-04
